postcode,Venue Locality,LGA,Federal Electorate,Vic State electorate,Venues,Master Table
0200,ANU,Unincorporated ACT,Durack,,,recUcy8JrFzvnR2Pq
0200,Australian National University,Unincorporated ACT,Durack,,,recHomrrE5STmXc61
0800,DARWIN,Darwin Waterfront Precinct,Solomon,,,recYgHlFp5D2eB1Tu
0800,DARWIN CITY,Darwin Waterfront Precinct,Solomon,,,
0801,DARWIN,Darwin Waterfront Precinct,Lingiari,,,
0803,WAGAIT BEACH,,,,,
0804,PARAP,Darwin,Durack,,,
0810,ALAWA,Darwin,Solomon,,,
0810,BRINKIN,Darwin,Solomon,,,
0810,CASUARINA,Darwin,Solomon,,,
0810,COCONUT GROVE,Darwin,Solomon,,,
0810,JINGILI,Darwin,Solomon,,,
0810,LEE POINT,Darwin,Solomon,,,
0810,LYONS,Darwin,Solomon,,,
0810,MILLNER,Darwin,Solomon,,,
0810,MOIL,Darwin,Solomon,,,
0810,MUIRHEAD,Darwin,Solomon,,,
0810,NAKARA,Darwin,Solomon,,,
0810,NIGHTCLIFF,Darwin,Solomon,,,
0810,RAPID CREEK,Darwin,Solomon,,,
0810,TIWI,Darwin,Solomon,,,
0810,WAGAMAN,Darwin,Solomon,,,
0810,WANGURI,Darwin,Solomon,,,
0811,CASUARINA,Darwin,Durack,,,
0812,ANULA,Darwin,Solomon,,,
0812,BUFFALO CREEK,Darwin,Solomon,,,
0812,HOLMES,Darwin,Solomon,,,
0812,KARAMA,Darwin,Solomon,,,
0812,LEANYER,Darwin,Solomon,,,
0812,MALAK,Darwin,Solomon,,,
0812,MARRARA,Darwin,Solomon,,,
0812,NORTHLAKES,Darwin,Solomon,,,
0812,SANDERSON,Darwin,Solomon,,,
0812,WOODLEIGH GARDENS,Darwin,Solomon,,,
0812,WULAGI,Darwin,Solomon,,,
0813,KARAMA,Darwin,,,,
0813,SANDERSON,Darwin,Durack,,,
0814,NIGHTCLIFF,Darwin,Durack,,,
0815,CHARLES DARWIN UNIVERSITY,Darwin,Solomon,,,
0820,BAGOT,Darwin,Solomon,,,
0820,BAYVIEW,Darwin,Solomon,,,
0820,CHARLES DARWIN,Darwin,Solomon,,,
0820,COONAWARRA,Darwin,Solomon,,,
0820,CULLEN BAY,Darwin,Solomon,,,
0820,DARWIN DC,Darwin,Solomon,,,
0820,DARWIN INTERNATIONAL AIRPORT,Darwin,Solomon,,,
0820,DARWIN MC,Darwin,Solomon,,,
0820,EAST POINT,Darwin,Solomon,,,
0820,EATON,Darwin,Solomon,,,
0820,FANNIE BAY,Darwin,Solomon,,,
0820,LARRAKEYAH,Darwin,Solomon,,,
0820,LUDMILLA,Darwin,Solomon,,,
0820,PARAP,Darwin,Solomon,,,
0820,RAAF BASE DARWIN,Darwin,Solomon,,,
0820,STUART PARK,Darwin,Solomon,,,
0820,THE GARDENS,Darwin,Solomon,,,
0820,THE NARROWS,Darwin,Solomon,,,
0820,WINNELLIE,Darwin,Solomon,,,
0820,WOOLNER,Darwin,Solomon,,,
0821,WINNELLIE,East Arnhem,Lingiari,,,
0822,ACACIA HILLS,Tiwi Islands,Solomon,,,
0822,ANGURUGU,Tiwi Islands,Solomon,,,
0822,ANINDILYAKWA,Tiwi Islands,Solomon,,,
0822,ANNIE RIVER,Tiwi Islands,Solomon,,,
0822,BATHURST ISLAND,Tiwi Islands,Solomon,,,
0822,BEES CREEK,Tiwi Islands,Solomon,,,
0822,BELYUEN,Tiwi Islands,Solomon,,,
0822,BLACK JUNGLE,Tiwi Islands,Solomon,,,
0822,BLACKMORE,Tiwi Islands,Solomon,,,
0822,BORDER STORE,Tiwi Islands,Solomon,,,
0822,BURRUNDIE,Tiwi Islands,Solomon,,,
0822,BYNOE,Tiwi Islands,Solomon,,,
0822,BYNOE HARBOUR,Tiwi Islands,Solomon,,,
0822,CAMP CREEK,Tiwi Islands,Solomon,,,
0822,CHANNEL ISLAND,Tiwi Islands,Solomon,,,
0822,CHARLES DARWIN,Tiwi Islands,Solomon,,,
0822,CHARLOTTE,Tiwi Islands,Solomon,,,
0822,CLARAVALE,Tiwi Islands,Solomon,,,
0822,COBOURG,Tiwi Islands,Solomon,,,
0822,COLLETT CREEK,Tiwi Islands,Solomon,,,
0822,COOMALIE CREEK,Tiwi Islands,Solomon,,,
0822,COX PENINSULA,Tiwi Islands,Solomon,,,
0822,CROKER ISLAND,Tiwi Islands,Solomon,,,
0822,DALY,Tiwi Islands,,,,
0822,DALY RIVER,Tiwi Islands,Solomon,,,
0822,DARWIN MC,Tiwi Islands,Solomon,,,
0822,DARWIN RIVER DAM,Tiwi Islands,Solomon,,,
0822,DELISSAVILLE,Tiwi Islands,Solomon,,,
0822,DOUGLAS-DALY,Tiwi Islands,Solomon,,,
0822,EAST ARM,Tiwi Islands,Solomon,,,
0822,EAST ARNHEM,Tiwi Islands,Solomon,,,
0822,ELRUNDIE,Tiwi Islands,Solomon,,,
0822,EVA VALLEY,Tiwi Islands,Solomon,,,
0822,FINNISS VALLEY,Tiwi Islands,Solomon,,,
0822,FLEMING,Tiwi Islands,Solomon,,,
0822,FLY CREEK,Tiwi Islands,Solomon,,,
0822,FREDS PASS,Tiwi Islands,Solomon,,,
0822,GALIWINKU,Tiwi Islands,Solomon,,,
0822,GLYDE POINT,Tiwi Islands,Solomon,,,
0822,GOULBOURN ISLAND,Tiwi Islands,Solomon,,,
0822,GOULBURN ISLAND,Tiwi Islands,Solomon,,,
0822,GUNBALANYA,Tiwi Islands,Solomon,,,
0822,GUNN POINT,Tiwi Islands,Solomon,,,
0822,HAYES CREEK,Tiwi Islands,Solomon,,,
0822,HIDDEN VALLEY,Tiwi Islands,Solomon,,,
0822,HOTHAM,Tiwi Islands,Solomon,,,
0822,HUGHES,Tiwi Islands,Solomon,,,
0822,KAKADU,Tiwi Islands,Solomon,,,
0822,KOOLPINYAH,Tiwi Islands,Solomon,,,
0822,LAKE BENNETT,Tiwi Islands,Solomon,,,
0822,LAMBELLS LAGOON,Tiwi Islands,Solomon,,,
0822,LITCHFIELD PARK,Tiwi Islands,Solomon,,,
0822,LIVINGSTONE,Tiwi Islands,Solomon,,,
0822,LLOYD CREEK,Tiwi Islands,Solomon,,,
0822,MANDORAH,Tiwi Islands,Solomon,,,
0822,MANINGRIDA,Tiwi Islands,Solomon,,,
0822,MAPURU,Tiwi Islands,,,,
0822,MARANUNGA,Tiwi Islands,Solomon,,,
0822,MARGARET RIVER,Tiwi Islands,Solomon,,,
0822,MARRAKAI,Tiwi Islands,,,,
0822,MCMINNS LAGOON,Tiwi Islands,Solomon,,,
0822,MICKETT CREEK,Tiwi Islands,Solomon,,,
0822,MIDDLE POINT,Tiwi Islands,Solomon,,,
0822,MILIKAPITI,Tiwi Islands,,,,
0822,MILINGIMBI,Tiwi Islands,Solomon,,,
0822,MILLWOOD,Tiwi Islands,Solomon,,,
0822,MILYAKBURRA,Tiwi Islands,Solomon,,,
0822,MINJILANG,Tiwi Islands,Solomon,,,
0822,MOUNT BUNDEY,Tiwi Islands,Solomon,,,
0822,MURRUMUJUK,Tiwi Islands,Solomon,,,
0822,NAUIYU,Tiwi Islands,Solomon,,,
0822,NEMARLUK,Tiwi Islands,Solomon,,,
0822,NGANMARRIYANGA,Tiwi Islands,Solomon,,,
0822,NGUIU,Tiwi Islands,Solomon,,,
0822,NUMBULWAR,Tiwi Islands,Solomon,,,
0822,NUMBURINDI,Tiwi Islands,Solomon,,,
0822,OENPELLI,Tiwi Islands,Solomon,,,
0822,PEPPIMENARTI,Tiwi Islands,Solomon,,,
0822,PIRLANGIMPI,Tiwi Islands,Solomon,,,
0822,POINT STEPHENS,Tiwi Islands,Solomon,,,
0822,POINT STUART,Tiwi Islands,Solomon,,,
0822,PULARUMPI,Tiwi Islands,Solomon,,,
0822,PULUMPA,Tiwi Islands,Solomon,,,
0822,RAKULA,Tiwi Islands,Solomon,,,
0822,RAMINGINING,Tiwi Islands,Solomon,,,
0822,ROBIN FALLS,Tiwi Islands,Solomon,,,
0822,RUM JUNGLE,Tiwi Islands,Solomon,,,
0822,SANDPALMS ROADHOUSE,Tiwi Islands,Solomon,,,
0822,SOUTHPORT,Tiwi Islands,Solomon,,,
0822,STAPLETON,Tiwi Islands,Solomon,,,
0822,THAMARRURR,Tiwi Islands,Solomon,,,
0822,TIPPERARY,Tiwi Islands,Solomon,,,
0822,TIVENDALE,Tiwi Islands,Solomon,,,
0822,TIWI ISLANDS,Tiwi Islands,Solomon,,,
0822,TORTILLA FLATS,Tiwi Islands,Solomon,,,
0822,TUMBLING WATERS,Tiwi Islands,Solomon,,,
0822,UMBAKUMBA,Tiwi Islands,Solomon,,,
0822,VERNON ISLANDS,Tiwi Islands,Solomon,,,
0822,VIRGINIA,Tiwi Islands,Solomon,,,
0822,WADEYE,Tiwi Islands,Solomon,,,
0822,WAGAIT BEACH,Tiwi Islands,Solomon,,,
0822,WAK WAK,Tiwi Islands,Solomon,,,
0822,WARRUWI,Tiwi Islands,Solomon,,,
0822,WEDDELL,Tiwi Islands,Solomon,,,
0822,WEST ARNHEM,Tiwi Islands,Solomon,,,
0822,WICKHAM,Tiwi Islands,Solomon,,,
0822,WINNELLIE,Tiwi Islands,Solomon,,,
0822,WISHART,Tiwi Islands,Solomon,,,
0822,WOOLANING,Tiwi Islands,Solomon,,,
0822,WURRUMIYANGA,Tiwi Islands,Solomon,,,
0828,BERRIMAH,Darwin,Solomon,,,
0828,KNUCKEY LAGOON,Darwin,Solomon,,,
0829,HOLTZE,Palmerston,Solomon,,,
0829,PINELANDS,Palmerston,Solomon,,,
0830,ARCHER,Palmerston,Solomon,,,
0830,DRIVER,Palmerston,Solomon,,,
0830,DURACK,Palmerston,Solomon,,,
0830,FARRAR,Palmerston,Solomon,,,
0830,GRAY,Palmerston,Solomon,,,
0830,MARLOW LAGOON,Palmerston,Solomon,,,
0830,MOULDEN,Palmerston,Solomon,,,
0830,PALMERSTON,Palmerston,Solomon,,,
0830,SHOAL BAY,Palmerston,Solomon,,,
0830,WOODROFFE,Palmerston,Solomon,,,
0830,YARRAWONGA,Palmerston,Solomon,,,
0831,PALMERSTON,Palmerston,Solomon,,,
0832,BAKEWELL,Palmerston,Solomon,,,
0832,BELLAMACK,Palmerston,Solomon,,,
0832,GUNN,Palmerston,Solomon,,,
0832,JOHNSTON,Palmerston,Solomon,,,
0832,MITCHELL,Palmerston,Solomon,,,
0832,ROSEBERY,Palmerston,Solomon,,,
0832,ROSEBERY HEIGHTS,Palmerston,Solomon,,,
0832,ZUCCOLI,Palmerston,Solomon,,,
0834,VIRGINIA,Palmerston,Lingiari,,,
0835,Coolalinga,Palmerston,Lingiari,,,
0835,HOWARD SPRINGS,Palmerston,Lingiari,,,
0835,VIRGINIA,Palmerston,Lingiari,,,
0836,GIRRAWEEN,Litchfield,,,,
0836,HERBERT,Litchfield,Lingiari,,,
0836,HUMPTY DOO,Litchfield,Lingiari,,,
0837,MANTON,Litchfield,Lingiari,,,
0837,NOONAMAH,Litchfield,Lingiari,,,
0838,BERRY SPRINGS,Litchfield,Lingiari,,,
0839,COOLALINGA,Palmerston,Lingiari,,,
0840,DUNDEE BEACH,Belyuen,Lingiari,,,
0840,DUNDEE DOWNS,Belyuen,Lingiari,,,
0840,DUNDEE FOREST,Belyuen,Lingiari,,,
0841,DARWIN RIVER,Palmerston,Lingiari,,,
0845,BATCHELOR,Coomalie,Lingiari,,,
0846,ADELAIDE RIVER,Coomalie,Lingiari,,,
0847,PINE CREEK,Katherine,Lingiari,,,
0850,COSSACK,Katherine,Lingiari,,,
0850,EMUNGALAN,Katherine,Lingiari,,,
0850,KATHERINE,Katherine,Lingiari,,,
0850,KATHERINE EAST,Katherine,Lingiari,,,
0850,KATHERINE SOUTH,Katherine,Lingiari,,,
0850,LANSDOWNE,Katherine,Lingiari,,,
0851,KATHERINE,Roper Gulf,Lingiari,,,
0852,ARNOLD,Victoria Daly,Lingiari,,,
0852,BAINES,Victoria Daly,Lingiari,,,
0852,BARUNGA,Victoria Daly,Lingiari,,,
0852,BESWICK,Victoria Daly,Lingiari,,,
0852,BESWICK CREEK,Victoria Daly,Lingiari,,,
0852,BINJARI,Victoria Daly,Lingiari,,,
0852,BIRDUM,Victoria Daly,Lingiari,,,
0852,BRADSHAW,Victoria Daly,Lingiari,,,
0852,BUCHANAN,Victoria Daly,Lingiari,,,
0852,BULMAN WEEMOL,Victoria Daly,Lingiari,,,
0852,CRESWELL,Victoria Daly,Lingiari,,,
0852,DAGURAGU,Victoria Daly,Lingiari,,,
0852,DALY WATERS,Victoria Daly,Lingiari,,,
0852,DELAMERE,Victoria Daly,Lingiari,,,
0852,DUNMARRA,Victoria Daly,Lingiari,,,
0852,EDITH,Victoria Daly,Lingiari,,,
0852,EDITH RIVER,Victoria Daly,Lingiari,,,
0852,ELSEY,Victoria Daly,Lingiari,,,
0852,ELSEY STATION,Victoria Daly,Lingiari,,,
0852,FLORINA,Victoria Daly,Lingiari,,,
0852,FLYING FOX,Victoria Daly,Lingiari,,,
0852,GREGORY,Victoria Daly,Lingiari,,,
0852,GULUNG MARDRULK,Victoria Daly,Lingiari,,,
0852,GURINDJI,Victoria Daly,Lingiari,,,
0852,HELEN SPRINGS STATION,Victoria Daly,Lingiari,,,
0852,JILKMINGGAN,Victoria Daly,Lingiari,,,
0852,KALKARINDJI,Victoria Daly,Lingiari,,,
0852,KALKARINGI,Victoria Daly,Lingiari,,,
0852,KATHERINE,Victoria Daly,Lingiari,,,
0852,LAJAMANU,Victoria Daly,Lingiari,,,
0852,LARRIMAH,Victoria Daly,Lingiari,,,
0852,LIMMEN,Victoria Daly,Lingiari,,,
0852,MANBULLOO,Victoria Daly,Lingiari,,,
0852,MARANBOY,Victoria Daly,Lingiari,,,
0852,MATARANKA,Victoria Daly,Lingiari,,,
0852,MCARTHUR,Victoria Daly,Lingiari,,,
0852,MINIYERI,Victoria Daly,Lingiari,,,
0852,NGUKURR,Victoria Daly,Lingiari,,,
0852,NITMILUK,Victoria Daly,Lingiari,,,
0852,NUMBULWAR,Victoria Daly,Lingiari,,,
0852,NUTWOOD DOWNS,Victoria Daly,,,,
0852,PELLEW ISLANDS,Victoria Daly,Lingiari,,,
0852,PIGEON HOLE,Victoria Daly,Lingiari,,,
0852,ROBINSON RIVER,Victoria Daly,Lingiari,,,
0852,STURT PLATEAU,Victoria Daly,Lingiari,,,
0852,TANAMI EAST,Victoria Daly,Lingiari,,,
0852,TIMBER CREEK,Victoria Daly,Lingiari,,,
0852,TOP SPRINGS,Victoria Daly,Lingiari,,,
0852,URALLA,Victoria Daly,Lingiari,,,
0852,VENN,Victoria Daly,Lingiari,,,
0852,VICTORIA RIVER,Victoria Daly,Lingiari,,,
0852,VICTORIA RIVER DOWNS,Victoria Daly,Lingiari,,,
0852,WARUMUNGU,Victoria Daly,Lingiari,,,
0852,WAVE HILL,Victoria Daly,Lingiari,,,
0852,WILTON,Victoria Daly,Lingiari,,,
0852,YARRALIN,Victoria Daly,Lingiari,,,
0853,TINDAL,Katherine,Lingiari,,,
0853,TINDAL RAAF,Katherine,Lingiari,,,
0854,BORROLOOLA,Roper Gulf,Lingiari,,,
0854,KING ASH BAY,Roper Gulf,Lingiari,,,
0860,TENNANT CREEK,Barkly,Lingiari,,,
0861,BRUNCHILLY,Barkly,Durack,,,
0861,TENNANT CREEK,Barkly,Durack,,,
0862,AVON DOWNS,Barkly,Lingiari,,,
0862,CALVERT,Roper Gulf,Lingiari,,,
0862,CRESSWELL DOWNS,Barkly,Lingiari,,,
0862,ELLIOTT,Barkly,Lingiari,,,
0862,HELEN SPRINGS,Barkly,Lingiari,,,
0862,MUCKATY STATION,Barkly,Lingiari,,,
0862,NEWCASTLE WATERS,Barkly,Lingiari,,,
0862,NICHOLSON,Barkly,Lingiari,,,
0862,PAMAYU,Barkly,Lingiari,,,
0862,PHILLIP CREEK STATION,Barkly,Lingiari,,,
0862,RENNER SPRINGS,Barkly,Lingiari,,,
0862,TABLELANDS,Barkly,Lingiari,,,
0862,TENNANT CREEK,Barkly,Lingiari,,,
0862,THREE WAYS,Barkly,Lingiari,,,
0862,WARREGO,Barkly,Lingiari,,,
0862,WOLLOGORANG STATION,Barkly,Lingiari,,,
0862,WYCLIFFE WELL,Barkly,Lingiari,,,
0870,ALICE SPRINGS,Alice Springs,Lingiari,,,
0870,ARALUEN,Alice Springs,Lingiari,,,
0870,BRAITLING,Alice Springs,Lingiari,,,
0870,CICCONE,Alice Springs,Lingiari,,,
0870,DESERT SPRINGS,Alice Springs,Lingiari,,,
0870,EAST SIDE,Alice Springs,Lingiari,,,
0870,GILLEN,Alice Springs,Lingiari,,,
0870,SADADEEN,Alice Springs,Lingiari,,,
0870,STUART,Alice Springs,Lingiari,,,
0870,THE GAP,Alice Springs,Lingiari,,,
0870,WHITE GUMS,Alice Springs,Lingiari,,,
0871,ALICE SPRINGS,Central Desert,Lingiari,,,
0872,AHERRENGE,Central Desert,Lingiari,,,
0872,ALI CURUNG,Central Desert,Lingiari,,,
0872,ALICE SPRINGS,Central Desert,Lingiari,,,
0872,AMATA,Central Desert,Lingiari,,,
0872,AMATA,Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,AMOONGUNA,Central Desert,Lingiari,,,
0872,AMPILATWATJA,Central Desert,Lingiari,,,
0872,ANANGU PITJANTJATJARA YANKUNYTJATJARA,Central Desert,Lingiari,,,
0872,ANATYE,Central Desert,Lingiari,,,
0872,ANMATJERE,Central Desert,Lingiari,,,
0872,ANTEWENEGERRDE,Central Desert,Lingiari,,,
0872,AREYONGA,Central Desert,Lingiari,,,
0872,ATITJERE,Central Desert,Lingiari,,,
0872,AYERS RANGE SOUTH,Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,AYERS ROCK,Central Desert,Lingiari,,,
0872,BARROW CREEK,Central Desert,Lingiari,,,
0872,BURT PLAIN,Central Desert,Lingiari,,,
0872,CANTEEN CREEK,Central Desert,Lingiari,,,
0872,CHILLA WELL,Central Desert,Lingiari,,,
0872,COSTELLO,Central Desert,Lingiari,,,
0872,DAVENPORT,Central Desert,Lingiari,,,
0872,DE ROSE HILL,Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,DOCKER RIVER,Central Desert,Lingiari,,,
0872,ENGAWALA,Central Desert,Lingiari,,,
0872,ERLDUNDA,Central Desert,Lingiari,,,
0872,ERNABELLA,Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,ERNABELLA (PUKATJA),Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,FINKE,Central Desert,Lingiari,,,
0872,FREGON,Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,GHAN,Central Desert,Lingiari,,,
0872,GIBSON DESERT NORTH,Halls Creek,Lingiari,,,
0872,GIBSON DESERT SOUTH,Ngaanyatjarraku,Lingiari,,,
0872,HAASTS BLUFF,Central Desert,Lingiari,,,
0872,HALE,Central Desert,Lingiari,,,
0872,HART,Central Desert,Lingiari,,,
0872,HART RANGE,Central Desert,Lingiari,,,
0872,HERMANNSBURG,Central Desert,Lingiari,,,
0872,HUGH,Central Desert,Lingiari,,,
0872,IMAMPA,Central Desert,Lingiari,,,
0872,IMANPA,Central Desert,Lingiari,,,
0872,INDULKANA,Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,INDULKANA (IWANTJA),Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,ININTI STORE,Central Desert,Lingiari,,,
0872,IRRUNYTJU,Ngaanyatjarraku,,,,
0872,IWANTJA,Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,JAY CREEK,Central Desert,Lingiari,,,
0872,KALKA,Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,KALTJITI,Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,KALTUKATJARA,Central Desert,Lingiari,,,
0872,KANPA,Laverton,,,,
0872,KANPI,Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,KINGS CREEK STATION,Central Desert,Lingiari,,,
0872,KINTORE,Central Desert,Lingiari,,,
0872,KIWIRRKURRA,Ngaanyatjarraku,Lingiari,,,
0872,KULGERA,Central Desert,Lingiari,,,
0872,KUNPARRKA,Central Desert,Lingiari,,,
0872,LAKE MACKAY,Central Desert,Lingiari,,,
0872,LAMBINA,Coober Pedy,Lingiari,,,
0872,LARAMBA,Central Desert,Lingiari,,,
0872,MACDONNELL RANGE,Central Desert,Lingiari,,,
0872,MANTAMARU,Ngaanyatjarraku,,,,
0872,MEREENIE,Central Desert,Lingiari,,,
0872,MIMILI,Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,MOUNT LIEBIG,Central Desert,Lingiari,,,
0872,MOUNT ZEIL,Central Desert,Lingiari,,,
0872,MULGA BORE,Central Desert,Lingiari,,,
0872,MURPUTJA,Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,MURPUTJA HOMELANDS,Central Desert,Lingiari,,,
0872,MUTITJULU,Central Desert,Lingiari,,,
0872,NAMATJIRA,Central Desert,Lingiari,,,
0872,NAPPERBY STATION,Central Desert,,,,
0872,NGAANYATJARRA-GILES,Ngaanyatjarraku,Lingiari,,,
0872,NYAPARI,Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,NYIRRIPI,Central Desert,Lingiari,,,
0872,PAPULANKUTJA,Ngaanyatjarraku,,,,
0872,PAPUNYA,Central Desert,Lingiari,,,
0872,PATJARR,Ngaanyatjarraku,Lingiari,,,
0872,PETERMANN,Central Desert,Lingiari,,,
0872,PIPALYATJARA,Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,PITJANTJATJARA HOMELANDS,Central Desert,Lingiari,,,
0872,PUKATJA,Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,SANDOVER,Central Desert,Lingiari,,,
0872,SANTA TERESA,Central Desert,Lingiari,,,
0872,SIMPSON,Central Desert,Lingiari,,,
0872,TANAMI,Central Desert,Lingiari,,,
0872,TARA,Central Desert,Lingiari,,,
0872,TELEGRAPH STATION,Central Desert,Lingiari,,,
0872,THANGKENHARENGE,Central Desert,Lingiari,,,
0872,TI TREE,Central Desert,Lingiari,,,
0872,TIEYON,Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,TITJIKALA,Central Desert,Lingiari,,,
0872,TJIRRKARLI,Ngaanyatjarraku,Lingiari,,,
0872,TJUKURLA,Ngaanyatjarraku,Lingiari,,,
0872,ULURU,Central Desert,Lingiari,,,
0872,UMPANGARA,Central Desert,Lingiari,,,
0872,UMUWA,Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,URAPUNTJA,Central Desert,Lingiari,,,
0872,WALLACE ROCKHOLE,Central Desert,Lingiari,,,
0872,WANARN,Central Desert,Lingiari,,,
0872,WARAKURNA,Halls Creek,Lingiari,,,
0872,WATARRU,Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,WATINUMA,Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0872,WILLOWRA,Central Desert,Lingiari,,,
0872,WILORA,Central Desert,Lingiari,,,
0872,WINGELLINA,Ngaanyatjarraku,Lingiari,,,
0872,WUTUNUGURRA,Central Desert,Lingiari,,,
0872,YUELAMU,Central Desert,Lingiari,,,
0872,YUENDUMU,Central Desert,Lingiari,,,
0872,YULARA,Central Desert,Lingiari,,,
0872,YUNYARINYI,Anangu Pitjantjatjara Yunkunytjatjara,Lingiari,,,
0873,AMOONGUNA,Alice Springs,Lingiari,,,
0873,ARUMBERA,Alice Springs,Lingiari,,,
0873,CONNELLAN,Alice Springs,Lingiari,,,
0873,HEAVITREE GAP CPA,Alice Springs,,,,
0873,ILPARPA,Alice Springs,Lingiari,,,
0873,KILGARIFF,Alice Springs,Lingiari,,,
0873,ROSS,Alice Springs,Lingiari,,,
0874,IRLPME,Alice Springs,Lingiari,,,
0874,MOUNT JOHNS,Alice Springs,Lingiari,,,
0874,UNDOOLYA,Alice Springs,Lingiari,,,
0875,FLYNN,Alice Springs,Lingiari,,,
0875,LARAPINTA,Alice Springs,Lingiari,,,
0880,GAPUWIYAK,East Arnhem,Lingiari,,,
0880,GOVE,East Arnhem,Lingiari,,,
0880,GUNYANGARA,East Arnhem,Lingiari,,,
0880,NHULUNBUY,East Arnhem,Lingiari,,,
0880,YIRRKALA,East Arnhem,Lingiari,,,
0881,NHULUNBUY,East Arnhem,Durack,,,
0885,ALYANGULA,East Arnhem,Lingiari,,,
0886,JABIRU,West Arnhem,Lingiari,,,
0906,WINNELLIE,East Arnhem,Durack,,,
0907,WINNELLIE,East Arnhem,Durack,,,
0909,CHARLES DARWIN UNIVERSITY,Darwin,Durack,,,
0909,UNIVERSITY,Darwin,Durack,,,
1001,SYDNEY,Mosman,Sydney,,,
1002,SYDNEY,Mosman,Sydney,,,
1003,SYDNEY,Mosman,Sydney,,,
1004,SYDNEY,Mosman,Sydney,,,
1005,SYDNEY,Mosman,Sydney,,,
1006,SYDNEY,Mosman,Sydney,,,
1007,SYDNEY,Mosman,Sydney,,,
1008,SYDNEY,Mosman,Sydney,,,
1009,SYDNEY,Mosman,Sydney,,,
1010,SYDNEY,Mosman,Sydney,,,
1020,SYDNEY,Mosman,Sydney,,,
1021,SYDNEY,Mosman,Sydney,,,
1022,SYDNEY,Mosman,Sydney,,,
1023,SYDNEY,Mosman,Sydney,,,
1025,SYDNEY,Mosman,Sydney,,,
1026,SYDNEY,Mosman,Sydney,,,
1027,SYDNEY,Mosman,Sydney,,,
1028,SYDNEY,Mosman,Sydney,,,
1029,SYDNEY,Mosman,Sydney,,,
1030,SYDNEY,Mosman,Sydney,,,
1031,SYDNEY,Mosman,Sydney,,,
1032,SYDNEY,Blacktown,Sydney,,,
1033,SYDNEY,Mosman,Sydney,,,
1034,SYDNEY,Mosman,Sydney,,,
1035,SYDNEY,Mosman,Sydney,,,
1036,SYDNEY,Mosman,Sydney,,,
1037,SYDNEY,Mosman,Sydney,,,
1038,SYDNEY,Mosman,Sydney,,,
1039,SYDNEY,Mosman,Sydney,,,
1040,SYDNEY,Mosman,Sydney,,,
1041,SYDNEY,Mosman,Sydney,,,
1042,SYDNEY,Mosman,Sydney,,,
1043,SYDNEY,Mosman,Sydney,,,
1044,SYDNEY,Mosman,Sydney,,,
1045,SYDNEY,Mosman,Sydney,,,
1046,SYDNEY,Mosman,Sydney,,,
1100,SYDNEY,Mosman,Sydney,,,
1101,SYDNEY,Mosman,Sydney,,,
1105,SYDNEY,Mosman,Sydney,,,
1106,SYDNEY,Mosman,Sydney,,,
1107,SYDNEY,Mosman,Sydney,,,
1108,SYDNEY,Mosman,Sydney,,,
1109,SYDNEY,Mosman,Sydney,,,
1110,SYDNEY,Mosman,Sydney,,,
1112,SYDNEY,Mosman,Sydney,,,
1113,SYDNEY,Mosman,Sydney,,,
1114,SYDNEY,Mosman,Sydney,,,
1115,SYDNEY,Mosman,Sydney,,,
1116,SYDNEY,Blacktown,Sydney,,,
1117,SYDNEY,Blacktown,Sydney,,,
1118,SYDNEY,Mosman,Sydney,,,
1119,SYDNEY,Mosman,Sydney,,,
1120,SYDNEY,Mosman,Sydney,,,
1121,SYDNEY,Mosman,Sydney,,,
1122,SYDNEY,Mosman,Sydney,,,
1123,SYDNEY,Mosman,Sydney,,,
1124,SYDNEY,Mosman,Sydney,,,
1125,SYDNEY,Mosman,Sydney,,,
1126,SYDNEY,Mosman,Sydney,,,
1127,SYDNEY,Mosman,Sydney,,,
1128,SYDNEY,Mosman,Sydney,,,
1129,SYDNEY,Mosman,Sydney,,,
1130,SYDNEY,Mosman,Sydney,,,
